line,trip,hour,num_val,output_escalator_count,output_doors_count,output_turnstile_count,input_turnstile_total_bandwidth,input_turnstile_count,input_doors_count,entry_id,year,month,day,cluster
БКЛ,Терехово - Терехово,9.0,46.0,,,,,,,,2023,3,17,2
МЦК,ЗИЛ МЦК - ЗИЛ МЦК,0.0,43.0,,,,,,,,2023,5,21,2
ТАГАНСК-КРАСНОПР,Волгоградский пр - Волгоградский пр,23.0,193.0,0.0,3.0,0.0,6.0,6.0,3.0,3.0,2023,1,22,0
КАЛУЖСКО-РИЖСКАЯ,Новые Черёмушки - Новые Черёмушки,18.0,1126.0,0.0,3.0,0.0,5.0,5.0,3.0,2.0,2023,5,30,0
СОЛНЦЕВСКАЯ ЛИН.,Новопеределкино - Новопеределкино,10.0,232.0,,,,,,,,2023,1,22,2
ФИЛЁВСКАЯ,Багратионовская - Багратионовская,7.0,264.0,0.0,2.0,3.0,3.0,3.0,2.0,4.0,2023,4,27,2
МЦК,Белокаменная МЦК - Белокаменная МЦК,0.0,9.0,,,,,,,,2023,7,25,2
МЦК,Коптево МЦК - Коптево МЦК,9.0,466.0,,,,,,,,2023,1,29,2
ЛЮБЛИНСКАЯ,Борисово - Борисово,14.0,136.0,0.0,4.0,6.0,9.0,9.0,4.0,12.0,2023,5,16,1
БКЛ,Новаторская - Новаторская,19.0,1083.0,,,,,,,,2023,8,1,0
ТАГАНСК-КРАСНОПР,Выхино - Выхино,15.0,997.0,0.0,0.0,0.0,15.0,15.0,4.0,4.0,2023,3,15,1
КАЛУЖСКО-РИЖСКАЯ,Беляево - Беляево,14.0,770.0,0.0,4.0,0.0,8.0,8.0,4.0,2.0,2023,6,11,0
ТАГАНСК-КРАСНОПР,Полежаевская - Полежаевская,9.0,350.0,0.0,4.0,5.0,10.0,10.0,4.0,13.0,2023,6,4,1
БКЛ,Нагатинский З-н - Нагатинский З-н,8.0,941.0,,,,,,,,2023,5,29,0
СОКОЛЬНИЧЕСКАЯ,Красные ворота - Красные ворота,12.0,495.0,0.0,2.0,4.0,6.0,6.0,2.0,2.0,2023,2,28,0
КАЛИНИНСКАЯ,Перово - Перово,22.0,128.0,0.0,4.0,0.0,9.0,9.0,4.0,3.0,2023,2,12,0
ЛЮБЛИНСКАЯ,Братиславская - Братиславская,14.0,1063.0,0.0,4.0,6.0,8.0,8.0,4.0,12.0,2023,6,7,1
ЗАМОСКВОРЕЦКАЯ,Водный Стадион - Водный Стадион,13.0,800.0,2.0,4.0,5.0,7.0,7.0,4.0,1.0,2023,5,13,0
ЗАМОСКВОРЕЦКАЯ,Аэропорт - Аэропорт,12.0,182.0,0.0,3.0,0.0,10.0,10.0,3.0,1.0,2023,1,7,2
СОКОЛЬНИЧЕСКАЯ,Спортивная - Спортивная,22.0,356.0,0.0,3.0,6.0,7.0,7.0,3.0,2.0,2023,3,10,0
СЕРПУХОВ-ТИМИРЯЗ,Владыкино - Владыкино,10.0,1406.0,0.0,4.0,8.0,11.0,11.0,4.0,2.0,2023,2,28,1
АРБАТСК-ПОКРОВСК,Кунцевская АПЛ - Кунцевская АПЛ,17.0,201.0,0.0,2.0,2.0,5.0,5.0,2.0,4.0,2023,1,7,0
МЦК,Пл. Гагарина МЦК - Пл. Гагарина МЦК,18.0,1100.0,,,,,,,,2023,3,21,0
ТАГАНСК-КРАСНОПР,Рязанский пр-т - Рязанский пр-т,5.0,335.0,0.0,3.0,4.0,7.0,7.0,3.0,4.0,2023,1,16,2
АРБАТСК-ПОКРОВСК,Пл. революции - Пл. революции,3.0,2.0,,,,,,,,2023,3,2,2
БКЛ,Терехово - Терехово,14.0,83.0,,,,,,,,2023,5,21,0
СОКОЛЬНИЧЕСКАЯ,Тропарёво - Тропарёво,19.0,817.0,,,,,,,,2023,2,27,0
КАЛУЖСКО-РИЖСКАЯ,Новые Черёмушки - Новые Черёмушки,21.0,954.0,0.0,3.0,0.0,5.0,5.0,3.0,2.0,2023,6,8,0
АРБАТСК-ПОКРОВСК,Измайловская - Измайловская,1.0,8.0,0.0,3.0,5.0,5.0,5.0,3.0,4.0,2023,6,30,2
КОЛЬЦЕВАЯ,Таганская К - Таганская К,9.0,1093.0,,,,,,,,2023,4,21,0
СЕРПУХОВ-ТИМИРЯЗ,Отрадное - Отрадное,11.0,1035.0,0.0,4.0,8.0,9.0,9.0,4.0,2.0,2023,7,21,0
КАЛУЖСКО-РИЖСКАЯ,Китай-город КРЛ - Китай-город КРЛ,6.0,278.0,0.0,5.0,0.0,8.0,8.0,5.0,1.0,2023,7,16,2
АРБАТСК-ПОКРОВСК,Пл. Революции - Пл. Революции,0.0,539.0,0.0,4.0,0.0,10.0,10.0,4.0,4.0,2023,6,16,2
СОЛНЦЕВСКАЯ ЛИН.,Боровское шоссе - Боровское шоссе,2.0,4.0,,,,,,,,2023,5,17,2
ЛЮБЛИНСКАЯ,Волжская - Волжская,18.0,236.0,0.0,3.0,5.0,10.0,10.0,3.0,12.0,2023,5,23,1
СОКОЛЬНИЧЕСКАЯ,Черкизовская - Черкизовская,21.0,425.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,2,4,0
МЦК,Лихоборы МЦК - Лихоборы МЦК,15.0,297.0,,,,,,,,2023,2,8,0
СЕРПУХОВ-ТИМИРЯЗ,Сердце столицы - Серпуховская,0.0,53.0,0.0,5.0,9.0,11.0,11.0,5.0,5.0,2023,1,1,1
СОЛНЦЕВСКАЯ ЛИН.,Дел. центр СолЛ - Дел. центр СолЛ,2.0,2.0,,,,,,,,2023,7,31,2
КАЛУЖСКО-РИЖСКАЯ,Профсоюзная - Профсоюзная,0.0,79.0,0.0,3.0,4.0,5.0,5.0,3.0,1.0,2023,7,12,2
ЛЮБЛИНСКАЯ,Волжская - Волжская,21.0,83.0,0.0,4.0,5.0,8.0,8.0,4.0,13.0,2023,7,7,1
ТАГАНСК-КРАСНОПР,Лермонтовский пр - Лермонтовский пр,0.0,51.0,,,,,,,,2023,3,31,2
ФИЛЁВСКАЯ,Кунцевская ФЛ - Кунцевская ФЛ,13.0,190.0,0.0,2.0,3.0,3.0,3.0,2.0,3.0,2023,8,5,0
МЦК,Верхн. Котлы МЦК - Верхн. Котлы МЦК,5.0,81.0,,,,,,,,2023,8,20,2
СЕРПУХОВ-ТИМИРЯЗ,Бибирево - Бибирево,19.0,433.0,0.0,4.0,5.0,7.0,7.0,4.0,2.0,2023,7,15,0
СОКОЛЬНИЧЕСКАЯ,Б.Рокоссовского - Б.Рокоссовского,10.0,426.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,7,12,0
КОЛЬЦЕВАЯ,Таганская КЛ - Таганская КЛ,22.0,952.0,0.0,3.0,2.0,10.0,10.0,7.0,5.0,2023,6,11,1
ЛЮБЛИНСКАЯ,Шипиловская - Шипиловская,13.0,227.0,0.0,4.0,5.0,7.0,7.0,4.0,12.0,2023,1,29,1
ЛЮБЛИНСКАЯ,Дубровка - Дубровка,5.0,197.0,0.0,5.0,8.0,10.0,10.0,5.0,5.0,2023,5,25,1
КАЛУЖСКО-РИЖСКАЯ,Рижская - Рижская,10.0,455.0,0.0,4.0,0.0,7.0,7.0,4.0,5.0,2023,1,14,2
МЦК,Новохохлов-я МЦК - Новохохлов-я МЦК,23.0,48.0,,,,,,,,2023,4,13,0
СЕРПУХОВ-ТИМИРЯЗ,Южная - Южная,10.0,655.0,0.0,4.0,5.0,8.0,8.0,4.0,2.0,2023,3,9,0
СЕРПУХОВ-ТИМИРЯЗ,Бибирево - Бибирево,23.0,74.0,0.0,4.0,5.0,7.0,7.0,4.0,2.0,2023,4,13,0
ФИЛЁВСКАЯ,Багратионовская - Багратионовская,0.0,23.0,0.0,2.0,3.0,3.0,3.0,2.0,4.0,2023,4,5,2
ТАГАНСК-КРАСНОПР,Планерная - Планерная,0.0,47.0,2.0,4.0,2.0,12.0,12.0,4.0,13.0,2023,2,12,1
КАЛУЖСКО-РИЖСКАЯ,Академическая - Академическая,19.0,1180.0,0.0,3.0,4.0,5.0,5.0,3.0,2.0,2023,3,31,0
ТАГАНСК-КРАСНОПР,Кузьминки - Кузьминки,15.0,661.0,0.0,3.0,0.0,8.0,8.0,3.0,3.0,2023,2,23,0
ЗАМОСКВОРЕЦКАЯ,Царицыно - Царицыно,14.0,514.0,2.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,5,31,0
СОКОЛЬНИЧЕСКАЯ,Юго-западная - Юго-западная,12.0,643.0,0.0,4.0,0.0,10.0,10.0,4.0,2.0,2023,6,12,0
КАЛИНИНСКАЯ,Перово - Перово,9.0,953.0,0.0,4.0,0.0,9.0,9.0,4.0,4.0,2023,4,15,0
ЛЮБЛИНСКАЯ,Братиславская - Братиславская,18.0,722.0,0.0,4.0,6.0,8.0,8.0,4.0,12.0,2023,3,8,1
ТАГАНСК-КРАСНОПР,Рязанский пр-т - Рязанский пр-т,21.0,275.0,0.0,3.0,4.0,7.0,7.0,3.0,4.0,2023,4,8,0
БКЛ,Терехово - Терехово,22.0,29.0,,,,,,,,2023,7,7,0
БКЛ,Сокольники БКЛ - Сокольники БКЛ,10.0,112.0,,,,,,,,2023,8,2,2
ТАГАНСК-КРАСНОПР,Выхино - Выхино,12.0,181.0,0.0,0.0,0.0,23.0,23.0,4.0,5.0,2023,1,11,1
ЗАМОСКВОРЕЦКАЯ,Водный Стадион - Водный Стадион,16.0,1141.0,1.0,4.0,5.0,7.0,7.0,4.0,2.0,2023,6,8,0
ММТС,Телецентр - Телецентр,11.0,18.0,,,,,,,,2023,3,20,2
ЗАМОСКВОРЕЦКАЯ,Орехово - Орехово,6.0,116.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,4,8,2
ФИЛЁВСКАЯ,Филёвский парк - Филёвский парк,21.0,69.0,0.0,2.0,3.0,3.0,3.0,2.0,3.0,2023,1,20,0
СОКОЛЬНИЧЕСКАЯ,Красные ворота - Красные ворота,3.0,2.0,0.0,2.0,4.0,6.0,6.0,2.0,2.0,2023,5,24,2
АРБАТСК-ПОКРОВСК,Первомайская - Первомайская,17.0,1062.0,0.0,3.0,5.0,5.0,5.0,3.0,1.0,2023,4,5,0
АРБАТСК-ПОКРОВСК,Измайловская - Измайловская,16.0,551.0,0.0,3.0,5.0,5.0,5.0,3.0,3.0,2023,6,19,0
ЛЮБЛИНСКАЯ,Петровско-Разум. - Петровско-Разум.,2.0,12.0,,,,,,,,2023,4,20,2
КОЛЬЦЕВАЯ,Курская КЛ - Курская КЛ,23.0,213.0,0.0,2.0,2.0,9.0,9.0,2.0,10.0,2023,6,4,0
СОКОЛЬНИЧЕСКАЯ,Воробьёвы горы - Воробьёвы горы,0.0,8.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,2023,1,9,2
ЗАМОСКВОРЕЦКАЯ,Царицыно - Царицыно,10.0,959.0,2.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,7,9,0
БКЛ,Хорошёвская - Хорошёвская,5.0,26.0,,,,,,,,2023,5,7,2
ЗАМОСКВОРЕЦКАЯ,Динамо - Динамо,15.0,1096.0,0.0,4.0,0.0,12.0,12.0,6.0,2.0,2023,6,16,1
БКЛ,Лефортово БКЛ - Лефортово БКЛ,23.0,84.0,,,,,,,,2023,5,3,0
СОКОЛЬНИЧЕСКАЯ,Спортивная - Спортивная,14.0,859.0,0.0,3.0,6.0,7.0,7.0,3.0,2.0,2023,6,29,0
КАЛУЖСКО-РИЖСКАЯ,Ясенево - Ясенево,17.0,924.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,4,28,0
ЛЮБЛИНСКАЯ,Шипиловская - Шипиловская,7.0,126.0,0.0,6.0,5.0,9.0,9.0,4.0,13.0,2023,7,9,1
АРБАТСК-ПОКРОВСК,Славянский бульв - Славянский бульв,11.0,3.0,0.0,4.0,7.0,11.0,11.0,4.0,4.0,2023,1,16,1
ФИЛЁВСКАЯ,Пионерская - Пионерская,17.0,245.0,0.0,2.0,3.0,3.0,3.0,2.0,3.0,2023,2,28,0
АРБАТСК-ПОКРОВСК,Измайловская - Измайловская,16.0,595.0,0.0,3.0,5.0,5.0,5.0,3.0,4.0,2023,2,21,0
КАЛУЖСКО-РИЖСКАЯ,Новоясеневская - Новоясеневская,14.0,284.0,0.0,4.0,6.0,8.0,8.0,4.0,1.0,2023,6,7,0
ФИЛЁВСКАЯ,Багратионовская - Багратионовская,14.0,220.0,0.0,2.0,3.0,3.0,3.0,2.0,3.0,2023,7,8,0
КАЛУЖСКО-РИЖСКАЯ,Тёплый стан - Тёплый стан,23.0,157.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,4,9,0
БКЛ,Кленовый бульвар - Кленовый бульвар,19.0,309.0,,,,,,,,2023,7,16,0
КАЛУЖСКО-РИЖСКАЯ,Беляево - Беляево,10.0,554.0,0.0,4.0,0.0,8.0,8.0,4.0,2.0,2023,5,7,0
ТАГАНСК-КРАСНОПР,Улица 1905 года - Улица 1905 года,14.0,470.0,0.0,4.0,0.0,9.0,9.0,4.0,12.0,2023,3,10,1
КОЛЬЦЕВАЯ,Добрынинская - Добрынинская,2.0,2.0,0.0,3.0,6.0,10.0,10.0,6.0,5.0,2023,7,24,2
БКЛ,Печатники БКЛ - Печатники БКЛ,23.0,28.0,,,,,,,,2023,7,5,0
ЗАМОСКВОРЕЦКАЯ,Автозаводская - Автозаводская,10.0,655.0,0.0,4.0,5.0,8.0,8.0,4.0,2.0,2023,5,25,0
ЛЮБЛИНСКАЯ,Братиславская - Братиславская,23.0,165.0,0.0,4.0,4.0,8.0,8.0,4.0,13.0,2023,3,1,1
ЗАМОСКВОРЕЦКАЯ,Царицыно - Царицыно,1.0,8.0,2.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,6,18,2
МИНИМЕТРО,Выставочная - Выставочная,7.0,54.0,0.0,0.0,0.0,7.0,7.0,6.0,5.0,2023,1,20,2
ЛЮБЛИНСКАЯ,Шипиловская - Шипиловская,11.0,591.0,0.0,4.0,5.0,7.0,7.0,4.0,12.0,2023,3,22,1
СОКОЛЬНИЧЕСКАЯ,Университет - Университет,8.0,1264.0,0.0,4.0,0.0,10.0,10.0,6.0,2.0,2023,7,14,1
СОЛНЦЕВСКАЯ ЛИН.,Мичурин.пр-тСолЛ - Мичурин.пр-тСолЛ,9.0,151.0,,,,,,,,2023,6,7,2
АРБАТСК-ПОКРОВСК,Кунцевская АПЛ - Кунцевская АПЛ,6.0,303.0,0.0,2.0,3.0,5.0,5.0,3.0,3.0,2023,8,21,2
ТАГАНСК-КРАСНОПР,Рязанский пр-т - Рязанский пр-т,19.0,639.0,0.0,3.0,4.0,7.0,7.0,3.0,4.0,2023,3,24,0
ЛЮБЛИНСКАЯ,Трубная - Трубная,16.0,1241.0,0.0,5.0,7.0,11.0,11.0,5.0,5.0,2023,5,17,1
СОЛНЦЕВСКАЯ ЛИН.,Боровское шоссе - Боровское шоссе,1.0,3.0,,,,,,,,2023,7,21,2
СОКОЛЬНИЧЕСКАЯ,Черкизовская - Черкизовская,20.0,570.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,5,15,0
СОКОЛЬНИЧЕСКАЯ,Фрунзенская - Фрунзенская,15.0,1477.0,0.0,3.0,4.0,8.0,8.0,3.0,5.0,2023,5,13,0
ЛЮБЛИНСКАЯ,Зябликово - Зябликово,16.0,176.0,0.0,4.0,5.0,8.0,8.0,4.0,12.0,2023,6,13,1
СОЛНЦЕВСКАЯ ЛИН.,Озёрная - Озёрная,9.0,617.0,,,,,,,,2023,6,17,0
СЕРПУХОВ-ТИМИРЯЗ,Бибирево - Бибирево,20.0,407.0,0.0,4.0,5.0,7.0,7.0,4.0,2.0,2023,1,28,0
БКЛ,Каховская - Каховская,14.0,669.0,0.0,4.0,6.0,8.0,8.0,4.0,1.0,2023,1,17,0
БКЛ,Кунцевская БКЛ - Кунцевская БКЛ,2.0,8.0,0.0,2.0,3.0,3.0,3.0,2.0,4.0,2023,2,25,2
КАЛУЖСКО-РИЖСКАЯ,Ленинский пр-т - Ленинский пр-т,7.0,382.0,0.0,3.0,0.0,8.0,8.0,3.0,2.0,2023,7,15,2
ЛЮБЛИНСКАЯ,Сретенский б-р - Сретенский б-р,18.0,282.0,0.0,4.0,6.0,7.0,7.0,4.0,5.0,2023,2,5,0
ЗАМОСКВОРЕЦКАЯ,Аэропорт - Аэропорт,7.0,740.0,0.0,3.0,0.0,10.0,10.0,3.0,1.0,2023,7,25,0
КАЛУЖСКО-РИЖСКАЯ,Ленинский пр-т - Ленинский пр-т,8.0,336.0,0.0,3.0,0.0,5.0,5.0,3.0,1.0,2023,5,9,2
АРБАТСК-ПОКРОВСК,Мякинино - Мякинино,3.0,1.0,0.0,0.0,10.0,12.0,12.0,3.0,0.0,2023,4,25,2
КАЛУЖСКО-РИЖСКАЯ,Ленинский пр-т - Ленинский пр-т,12.0,556.0,0.0,3.0,0.0,8.0,8.0,3.0,2.0,2023,7,1,0
АРБАТСК-ПОКРОВСК,Мякинино - Мякинино,5.0,33.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2023,6,18,2
КОЛЬЦЕВАЯ,Краснопресненск. - Краснопресненск.,23.0,300.0,0.0,4.0,0.0,8.0,8.0,3.0,5.0,2023,3,31,0
ФИЛЁВСКАЯ,Филёвский парк - Филёвский парк,16.0,183.0,0.0,2.0,3.0,3.0,3.0,2.0,3.0,2023,4,22,0
ТАГАНСК-КРАСНОПР,Пролетарская - Пролетарская,22.0,345.0,0.0,4.0,0.0,8.0,8.0,4.0,3.0,2023,5,22,0
ЗАМОСКВОРЕЦКАЯ,Речной вокзал - Речной вокзал,10.0,1017.0,2.0,4.0,5.0,7.0,7.0,4.0,2.0,2023,3,13,0
ФИЛЁВСКАЯ,Багратионовская - Багратионовская,2.0,1.0,0.0,2.0,3.0,3.0,3.0,2.0,4.0,2023,1,28,2
КАЛИНИНСКАЯ,Новогиреево - Новогиреево,14.0,1057.0,0.0,4.0,5.0,11.0,11.0,4.0,4.0,2023,4,1,1
ЛЮБЛИНСКАЯ,Зябликово - Зябликово,6.0,850.0,0.0,4.0,7.0,9.0,9.0,4.0,13.0,2023,4,30,1
СОКОЛЬНИЧЕСКАЯ,Охотный ряд - Охотный ряд,10.0,324.0,0.0,6.0,0.0,11.0,11.0,6.0,2.0,2023,2,21,1
КАЛУЖСКО-РИЖСКАЯ,Новые Черёмушки - Новые Черёмушки,14.0,860.0,0.0,3.0,4.0,5.0,5.0,3.0,1.0,2023,1,5,0
МЦК,Сокол. гора МЦК - Сокол. гора МЦК,23.0,72.0,,,,,,,,2023,3,3,0
СЕРПУХОВ-ТИМИРЯЗ,Тульская - Тульская,20.0,848.0,0.0,4.0,5.0,8.0,8.0,4.0,2.0,2023,4,10,0
ЛЮБЛИНСКАЯ,Волжская - Волжская,22.0,109.0,0.0,3.0,5.0,10.0,10.0,3.0,12.0,2023,4,1,1
ТАГАНСК-КРАСНОПР,Тушинская - Тушинская,19.0,1436.0,0.0,4.0,0.0,8.0,8.0,4.0,12.0,2023,7,21,1
МЦК,Нижегородск. МЦК - Нижегородск. МЦК,1.0,1.0,,,,,,,,2023,4,25,2
ЛЮБЛИНСКАЯ,Зябликово - Зябликово,2.0,1.0,0.0,4.0,5.0,8.0,8.0,4.0,12.0,2023,7,29,2
МИНИМЕТРО,Международная - Международная,18.0,879.0,0.0,4.0,4.0,5.0,5.0,4.0,5.0,2023,3,3,0
ЗАМОСКВОРЕЦКАЯ,Царицыно - Царицыно,18.0,747.0,2.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,5,29,0
ТАГАНСК-КРАСНОПР,Выхино - Выхино,12.0,160.0,0.0,0.0,0.0,23.0,23.0,4.0,5.0,2023,8,3,1
КОЛЬЦЕВАЯ,Белорусская КЛ - Белорусская КЛ,14.0,672.0,0.0,5.0,8.0,10.0,10.0,5.0,4.0,2023,8,9,1
ЛЮБЛИНСКАЯ,Петровско-Разум. - Петровско-Разум.,7.0,551.0,,,,,,,,2023,7,11,2
МЦК,Хорошёво МЦК - Хорошёво МЦК,10.0,352.0,,,,,,,,2023,1,27,2
АРБАТСК-ПОКРОВСК,Пятницкое шоссе - Пятницкое шоссе,9.0,1439.0,,,,,,,,2023,2,9,0
ЛЮБЛИНСКАЯ,Чкаловская - Чкаловская,23.0,601.0,0.0,4.0,13.0,9.0,9.0,2.0,5.0,2023,7,3,0
ФИЛЁВСКАЯ,Смоленская ФЛ - Смоленская ФЛ,6.0,57.0,0.0,3.0,3.0,4.0,4.0,3.0,5.0,2023,6,13,2
ЛЮБЛИНСКАЯ,Петровско-Разум. - Петровско-Разум.,15.0,781.0,,,,,,,,2023,3,18,0
БКЛ,Варшавская - Варшавская,5.0,156.0,0.0,4.0,0.0,8.0,8.0,4.0,2.0,2023,4,14,2
СОКОЛЬНИЧЕСКАЯ,Кропоткинская - Кропоткинская,6.0,14.0,0.0,2.0,3.0,6.0,6.0,2.0,1.0,2023,8,17,2
ТАГАНСК-КРАСНОПР,Выхино - Выхино,15.0,1485.0,0.0,0.0,0.0,7.0,7.0,4.0,3.0,2023,5,18,0
АРБАТСК-ПОКРОВСК,Мякинино - Мякинино,2.0,1.0,0.0,0.0,10.0,12.0,12.0,3.0,0.0,2023,4,4,2
СОКОЛЬНИЧЕСКАЯ,Воробьёвы горы - Воробьёвы горы,22.0,97.0,2.0,5.0,5.0,10.0,4.0,5.0,1.0,2023,1,17,0
КАЛУЖСКО-РИЖСКАЯ,Медведково - Медведково,17.0,1232.0,0.0,4.0,9.0,10.0,10.0,4.0,2.0,2023,2,14,0
КАЛУЖСКО-РИЖСКАЯ,Свиблово - Свиблово,14.0,522.0,0.0,4.0,0.0,8.0,8.0,4.0,2.0,2023,8,7,0
БКЛ,Авиамоторная БКЛ - Авиамоторная БКЛ,6.0,416.0,,,,,,,,2023,7,18,2
БКЛ,Мичурин.пр-т БКЛ - Мичурин.пр-т БКЛ,10.0,213.0,,,,,,,,2023,2,10,2
ЛЮБЛИНСКАЯ,Марьино - Марьино,10.0,1093.0,0.0,4.0,5.0,7.0,7.0,4.0,12.0,2023,5,19,1
ФИЛЁВСКАЯ,Пионерская - Пионерская,18.0,112.0,0.0,2.0,3.0,3.0,3.0,2.0,4.0,2023,8,7,0
КОЛЬЦЕВАЯ,Таганская К - Таганская К,1.0,7.0,,,,,,,,2023,3,29,2
СОКОЛЬНИЧЕСКАЯ,Филатов луг - Филатов луг,17.0,813.0,,,,,,,,2023,2,14,0
АРБАТСК-ПОКРОВСК,Первомайская - Первомайская,13.0,1111.0,0.0,3.0,5.0,5.0,5.0,3.0,1.0,2023,6,14,0
СЕРПУХОВ-ТИМИРЯЗ,Чертановская - Чертановская,16.0,1285.0,0.0,4.0,5.0,7.0,7.0,4.0,2.0,2023,4,10,0
КАЛУЖСКО-РИЖСКАЯ,Бабушкинская - Бабушкинская,18.0,1097.0,0.0,4.0,0.0,8.0,8.0,4.0,2.0,2023,7,26,0
АРБАТСК-ПОКРОВСК,Крылатское - Крылатское,9.0,1189.0,0.0,4.0,5.0,8.0,8.0,4.0,4.0,2023,1,23,0
СЕРПУХОВ-ТИМИРЯЗ,Чертановская - Чертановская,22.0,240.0,0.0,4.0,5.0,7.0,7.0,4.0,2.0,2023,4,24,0
ТАГАНСК-КРАСНОПР,Улица 1905 года - Улица 1905 года,8.0,382.0,0.0,4.0,0.0,8.0,8.0,4.0,13.0,2023,5,9,1
ЗАМОСКВОРЕЦКАЯ,Орехово - Орехово,19.0,366.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,3,12,0
БКЛ,Савёловская БКЛ - Савёловская БКЛ,16.0,371.0,,,,,,,,2023,2,28,0
ЛЮБЛИНСКАЯ,Шипиловская - Шипиловская,0.0,29.0,0.0,6.0,5.0,9.0,9.0,4.0,13.0,2023,7,17,1
СОКОЛЬНИЧЕСКАЯ,Спортивная - Спортивная,3.0,1.0,0.0,3.0,6.0,7.0,7.0,3.0,2.0,2023,3,6,2
БКЛ,Воронцовская - Воронцовская,1.0,7.0,,,,,,,,2023,5,16,2
СОКОЛЬНИЧЕСКАЯ,Б.Рокоссовского - Б.Рокоссовского,6.0,1032.0,2.0,4.0,5.0,8.0,8.0,4.0,2.0,2023,5,16,0
КАЛУЖСКО-РИЖСКАЯ,Академическая - Академическая,19.0,523.0,0.0,3.0,4.0,5.0,5.0,3.0,2.0,2023,1,5,0
ЗАМОСКВОРЕЦКАЯ,Домодедовская - Домодедовская,4.0,4.0,2.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,1,26,2
ЗАМОСКВОРЕЦКАЯ,Водный Стадион - Водный Стадион,7.0,605.0,1.0,4.0,5.0,7.0,7.0,4.0,2.0,2023,7,23,0
ТАГАНСК-КРАСНОПР,Полежаевская - Полежаевская,9.0,798.0,0.0,4.0,5.0,10.0,10.0,4.0,13.0,2023,7,20,1
ТАГАНСК-КРАСНОПР,Планерная - Планерная,6.0,552.0,2.0,4.0,2.0,12.0,12.0,4.0,13.0,2023,2,12,1
БКЛ,Каширская - Каширская,5.0,106.0,1.0,4.0,6.0,9.0,9.0,6.0,1.0,2023,7,23,2
СЕРПУХОВ-ТИМИРЯЗ,Чеховская - Чеховская,5.0,4.0,0.0,4.0,13.0,13.0,13.0,4.0,5.0,2023,6,4,1
ТАГАНСК-КРАСНОПР,Сходненская - Сходненская,1.0,3.0,0.0,4.0,0.0,8.0,8.0,4.0,12.0,2023,4,12,2
ФИЛЁВСКАЯ,Смоленская ФЛ - Смоленская ФЛ,0.0,120.0,0.0,3.0,3.0,4.0,4.0,3.0,5.0,2023,5,29,2
СОЛНЦЕВСКАЯ ЛИН.,Мичуринский пр-т - Мичуринский пр-т,13.0,147.0,,,,,,,,2023,2,18,2
СЕРПУХОВ-ТИМИРЯЗ,Нагорная - Нагорная,0.0,64.0,0.0,4.0,5.0,8.0,8.0,4.0,5.0,2023,3,2,2
НЕКРАСОВСКАЯ,Нижегородская - Нижегородская,0.0,244.0,,,,,,,,2023,4,28,2
КАЛУЖСКО-РИЖСКАЯ,Ботанический сад - Ботанический сад,22.0,531.0,0.0,4.0,0.0,8.0,8.0,4.0,1.0,2023,5,14,0
СОЛНЦЕВСКАЯ ЛИН.,Мичуринский пр-т - Мичуринский пр-т,19.0,104.0,,,,,,,,2023,4,30,0
КАЛУЖСКО-РИЖСКАЯ,Калужская - Калужская,12.0,638.0,0.0,4.0,0.0,6.0,6.0,4.0,2.0,2023,5,7,0
СЕРПУХОВ-ТИМИРЯЗ,Тимирязевская - Тимирязевская,16.0,1077.0,0.0,5.0,8.0,13.0,13.0,5.0,5.0,2023,7,7,1
БКЛ,Варшавская - Варшавская,12.0,339.0,0.0,4.0,0.0,8.0,8.0,4.0,1.0,2023,5,28,0
КОЛЬЦЕВАЯ,Парк культуры К - Парк культуры К,7.0,195.0,,,,,,,,2023,4,2,2
ТАГАНСК-КРАСНОПР,Рязанский пр-т - Рязанский пр-т,1.0,1.0,0.0,3.0,4.0,7.0,7.0,3.0,4.0,2023,3,19,2
СОКОЛЬНИЧЕСКАЯ,Б.Рокоссовского - Б.Рокоссовского,23.0,77.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,5,26,0
МЦК,Андроновка МЦК - Андроновка МЦК,18.0,595.0,,,,,,,,2023,7,13,0
СЕРПУХОВ-ТИМИРЯЗ,Бибирево - Бибирево,20.0,303.0,0.0,4.0,5.0,7.0,7.0,4.0,2.0,2023,3,8,0
АРБАТСК-ПОКРОВСК,Строгино - Строгино,12.0,463.0,0.0,4.0,5.0,11.0,11.0,4.0,4.0,2023,6,30,1
МЦК,Б-р Рокоссов.МЦК - Б-р Рокоссов.МЦК,17.0,1294.0,,,,,,,,2023,2,7,0
