line,trip,hour,num_val,output_escalator_count,output_doors_count,output_turnstile_count,input_turnstile_total_bandwidth,input_turnstile_count,input_doors_count,entry_id,year,month,day,cluster
СОКОЛЬНИЧЕСКАЯ,Тропарёво - Тропарёво,11.0,142.0,,,,,,,,2023,8,6,2
СЕРПУХОВ-ТИМИРЯЗ,Б-р Дм. Донского - Б-р Дм. Донского,11.0,1400.0,0.0,4.0,6.0,11.0,11.0,4.0,1.0,2023,3,5,0
НЕКРАСОВСКАЯ,Юго-Восточная - Юго-Восточная,8.0,755.0,,,,,,,,2023,4,29,0
ЗАМОСКВОРЕЦКАЯ,Домодедовская - Домодедовская,13.0,1368.0,2.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,7,6,0
БКЛ,Каховская - Каховская,14.0,529.0,0.0,4.0,0.0,8.0,8.0,4.0,1.0,2023,4,1,0
ТАГАНСК-КРАСНОПР,Улица 1905 года - Улица 1905 года,15.0,790.0,0.0,4.0,0.0,8.0,8.0,4.0,13.0,2023,4,28,1
ЛЮБЛИНСКАЯ,Зябликово - Зябликово,6.0,394.0,0.0,4.0,5.0,8.0,8.0,4.0,12.0,2023,5,31,1
БКЛ,Савёловская БКЛ - Савёловская БКЛ,8.0,212.0,,,,,,,,2023,5,6,2
ТАГАНСК-КРАСНОПР,Тушинская - Тушинская,17.0,817.0,0.0,4.0,0.0,13.0,13.0,4.0,13.0,2023,3,4,1
СЕРПУХОВ-ТИМИРЯЗ,Алтуфьево - Алтуфьево,15.0,888.0,0.0,4.0,4.0,7.0,7.0,4.0,2.0,2023,4,4,0
АРБАТСК-ПОКРОВСК,Строгино - Строгино,20.0,813.0,0.0,4.0,5.0,11.0,11.0,4.0,4.0,2023,5,29,1
КАЛУЖСКО-РИЖСКАЯ,Новые Черёмушки - Новые Черёмушки,12.0,522.0,0.0,3.0,0.0,5.0,5.0,3.0,2.0,2023,7,10,0
АРБАТСК-ПОКРОВСК,Митино - Митино,0.0,52.0,0.0,4.0,6.0,9.0,9.0,4.0,0.0,2023,3,21,2
БКЛ,Каширская - Каширская,20.0,1442.0,1.0,4.0,6.0,9.0,9.0,6.0,1.0,2023,4,18,0
АРБАТСК-ПОКРОВСК,Щёлковская - Щёлковская,1.0,7.0,0.0,4.0,5.0,7.0,7.0,4.0,2.0,2023,1,6,2
СОКОЛЬНИЧЕСКАЯ,Воробьёвы горы - Воробьёвы горы,13.0,196.0,2.0,5.0,5.0,10.0,4.0,5.0,1.0,2023,5,4,0
СЕРПУХОВ-ТИМИРЯЗ,Владыкино - Владыкино,12.0,964.0,0.0,4.0,8.0,11.0,11.0,4.0,2.0,2023,2,3,1
БКЛ,Сокольники БКЛ - Сокольники БКЛ,23.0,218.0,,,,,,,,2023,6,18,0
СОКОЛЬНИЧЕСКАЯ,Румянцево - Румянцево,10.0,80.0,,,,,,,,2023,8,8,2
СОКОЛЬНИЧЕСКАЯ,Спортивная - Спортивная,6.0,118.0,0.0,3.0,6.0,7.0,7.0,3.0,2.0,2023,2,24,2
ТАГАНСК-КРАСНОПР,Тушинская - Тушинская,12.0,939.0,0.0,4.0,0.0,8.0,8.0,4.0,12.0,2023,2,14,1
КАЛУЖСКО-РИЖСКАЯ,Ясенево - Ясенево,5.0,65.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,7,9,2
КАЛУЖСКО-РИЖСКАЯ,Ботанический сад - Ботанический сад,23.0,366.0,0.0,4.0,0.0,8.0,8.0,4.0,1.0,2023,7,5,0
ТАГАНСК-КРАСНОПР,Рязанский пр-т - Рязанский пр-т,1.0,2.0,0.0,3.0,4.0,7.0,7.0,3.0,3.0,2023,8,10,2
АРБАТСК-ПОКРОВСК,Крылатское - Крылатское,12.0,518.0,0.0,4.0,5.0,8.0,8.0,4.0,3.0,2023,2,20,0
МИНИМЕТРО,Выставочная - Выставочная,13.0,70.0,0.0,0.0,0.0,7.0,7.0,6.0,5.0,2023,2,12,2
МЦК,Окружная МЦК - Окружная МЦК,0.0,29.0,,,,,,,,2023,2,12,2
КАЛУЖСКО-РИЖСКАЯ,Ленинский пр-т - Ленинский пр-т,11.0,727.0,0.0,3.0,0.0,8.0,8.0,3.0,2.0,2023,5,18,0
БКЛ,Зюзино - Зюзино,9.0,401.0,,,,,,,,2023,1,5,2
ЛЮБЛИНСКАЯ,Сретенский б-р - Сретенский б-р,15.0,469.0,0.0,4.0,6.0,7.0,7.0,4.0,5.0,2023,5,31,0
ТАГАНСК-КРАСНОПР,Рязанский пр-т - Рязанский пр-т,22.0,172.0,0.0,3.0,4.0,7.0,7.0,3.0,3.0,2023,3,12,0
ЛЮБЛИНСКАЯ,Окружная - Окружная,18.0,288.0,,,,,,,,2023,8,14,0
ФИЛЁВСКАЯ,Багратионовская - Багратионовская,10.0,305.0,0.0,2.0,3.0,3.0,3.0,2.0,3.0,2023,4,19,2
СОКОЛЬНИЧЕСКАЯ,Коммунарка - Коммунарка,14.0,626.0,,,,,,,,2023,6,15,0
СОЛНЦЕВСКАЯ ЛИН.,Озёрная - Озёрная,9.0,151.0,,,,,,,,2023,3,17,2
КАЛУЖСКО-РИЖСКАЯ,Беляево - Беляево,15.0,815.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,8,21,0
СЕРПУХОВ-ТИМИРЯЗ,Чеховская - Чеховская,6.0,111.0,0.0,4.0,13.0,13.0,13.0,4.0,5.0,2023,8,18,1
БКЛ,Каширская - Каширская,20.0,1452.0,1.0,4.0,5.0,5.0,5.0,6.0,2.0,2023,6,13,0
ЛЮБЛИНСКАЯ,Фонвизинская - Фонвизинская,13.0,389.0,,,,,,,,2023,2,3,0
СЕРПУХОВ-ТИМИРЯЗ,Отрадное - Отрадное,13.0,890.0,0.0,4.0,8.0,9.0,9.0,4.0,2.0,2023,2,16,0
МЦК,Пл. Гагарина МЦК - Пл. Гагарина МЦК,0.0,77.0,,,,,,,,2023,8,2,2
ТАГАНСК-КРАСНОПР,Жулебино - Жулебино,9.0,776.0,,,,,,,,2023,3,4,0
ММТС,Телецентр - Телецентр,8.0,5.0,,,,,,,,2023,5,13,2
СОЛНЦЕВСКАЯ ЛИН.,Озёрная - Озёрная,11.0,589.0,,,,,,,,2023,6,13,0
ФИЛЁВСКАЯ,Филёвский парк - Филёвский парк,13.0,230.0,0.0,2.0,3.0,3.0,3.0,2.0,3.0,2023,4,2,2
МЦК,Ботан. сад МЦК - Ботан. сад МЦК,5.0,69.0,,,,,,,,2023,4,16,2
СЕРПУХОВ-ТИМИРЯЗ,Ул. Ак. Янгеля - Ул. Ак. Янгеля,22.0,209.0,0.0,4.0,5.0,7.0,7.0,4.0,1.0,2023,6,17,0
СЕРПУХОВ-ТИМИРЯЗ,Ул. Ак. Янгеля - Ул. Ак. Янгеля,0.0,54.0,0.0,4.0,6.0,8.0,8.0,4.0,2.0,2023,3,3,2
КАЛУЖСКО-РИЖСКАЯ,Беляево - Беляево,14.0,900.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,3,1,0
ЗАМОСКВОРЕЦКАЯ,Сокол - Сокол,20.0,536.0,0.0,6.0,4.0,10.0,10.0,6.0,4.0,2023,2,23,1
БКЛ,Хорошёвская - Хорошёвская,0.0,55.0,,,,,,,,2023,4,14,2
ЗАМОСКВОРЕЦКАЯ,Орехово - Орехово,15.0,574.0,0.0,4.0,5.0,11.0,11.0,4.0,2.0,2023,4,12,1
БКЛ,Зюзино - Зюзино,21.0,179.0,,,,,,,,2023,6,9,0
ТАГАНСК-КРАСНОПР,Волгоградский пр - Волгоградский пр,12.0,262.0,0.0,3.0,0.0,6.0,6.0,3.0,3.0,2023,1,8,2
АРБАТСК-ПОКРОВСК,Партизанская - Партизанская,23.0,359.0,0.0,3.0,5.0,7.0,7.0,3.0,5.0,2023,5,18,0
ТАГАНСК-КРАСНОПР,Котельники - Котельники,14.0,1436.0,,,,,,,,2023,6,23,0
НЕКРАСОВСКАЯ,Некрасовка - Некрасовка,21.0,356.0,,,,,,,,2023,1,2,0
СЕРПУХОВ-ТИМИРЯЗ,Пражская - Пражская,20.0,820.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,6,17,0
МЦК,Автозавод. МЦК - Автозавод. МЦК,10.0,401.0,,,,,,,,2023,4,26,0
МИНИМЕТРО,Международная - Международная,9.0,36.0,0.0,4.0,4.0,5.0,5.0,4.0,5.0,2023,3,26,2
БКЛ,Терехово - Терехово,9.0,20.0,,,,,,,,2023,4,4,2
БКЛ,Каховская - Каховская,18.0,684.0,0.0,4.0,0.0,8.0,8.0,4.0,1.0,2023,8,8,0
ЛЮБЛИНСКАЯ,Селигерская - Селигерская,2.0,3.0,,,,,,,,2023,3,31,2
СЕРПУХОВ-ТИМИРЯЗ,Ул. Ак. Янгеля - Ул. Ак. Янгеля,16.0,648.0,0.0,4.0,5.0,7.0,7.0,4.0,1.0,2023,1,20,0
ЛЮБЛИНСКАЯ,Окружная - Окружная,9.0,1439.0,,,,,,,,2023,6,22,0
БУТОВСКАЯ ЛИНИЯ,Лесопарковая - Лесопарковая,9.0,282.0,,,,,,,,2023,1,17,2
ТАГАНСК-КРАСНОПР,Сходненская - Сходненская,4.0,1.0,0.0,4.0,0.0,8.0,8.0,4.0,12.0,2023,4,30,2
БКЛ,Зюзино - Зюзино,14.0,299.0,,,,,,,,2023,3,10,0
СОКОЛЬНИЧЕСКАЯ,Преображенск. пл - Преображенск. пл,4.0,3.0,0.0,4.0,0.0,8.0,8.0,4.0,1.0,2023,3,2,2
ТАГАНСК-КРАСНОПР,Выхино - Выхино,17.0,1143.0,0.0,0.0,0.0,23.0,23.0,4.0,5.0,2023,7,1,1
АРБАТСК-ПОКРОВСК,Мякинино - Мякинино,21.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2023,5,9,0
НЕКРАСОВСКАЯ,Нижегородская - Нижегородская,10.0,467.0,,,,,,,,2023,7,31,0
РТ-1,Кутузовский - Кутузовский,12.0,1.0,,,,,,,,2023,6,26,2
ЛЮБЛИНСКАЯ,Чкаловская - Чкаловская,16.0,1412.0,0.0,4.0,0.0,9.0,9.0,4.0,5.0,2023,5,6,0
АРБАТСК-ПОКРОВСК,Волоколамская - Волоколамская,6.0,297.0,0.0,0.0,6.0,9.0,9.0,4.0,0.0,2023,1,27,2
КАЛИНИНСКАЯ,Перово - Перово,16.0,655.0,0.0,4.0,0.0,9.0,9.0,4.0,4.0,2023,4,8,0
СЕРПУХОВ-ТИМИРЯЗ,Пражская - Пражская,11.0,460.0,0.0,4.0,4.0,8.0,8.0,4.0,2.0,2023,6,28,0
ТАГАНСК-КРАСНОПР,Жулебино - Жулебино,10.0,604.0,,,,,,,,2023,7,27,0
ЛЮБЛИНСКАЯ,Марьино - Марьино,23.0,148.0,0.0,4.0,5.0,7.0,7.0,4.0,12.0,2023,2,12,1
ФИЛЁВСКАЯ,Кунцевская ФЛ - Кунцевская ФЛ,12.0,81.0,0.0,2.0,3.0,3.0,3.0,2.0,3.0,2023,8,7,2
СОКОЛЬНИЧЕСКАЯ,Комсомольск. СЛ - Комсомольск. СЛ,23.0,462.0,0.0,4.0,5.0,15.0,15.0,4.0,5.0,2023,7,17,1
ТАГАНСК-КРАСНОПР,Тушинская - Тушинская,11.0,768.0,0.0,4.0,0.0,8.0,8.0,4.0,12.0,2023,7,29,1
МЦК,Лихоборы МЦК - Лихоборы МЦК,6.0,183.0,,,,,,,,2023,6,4,2
ЛЮБЛИНСКАЯ,Марьина Роща ЛДЛ - Марьина Роща ЛДЛ,15.0,633.0,0.0,4.0,4.0,15.0,15.0,4.0,5.0,2023,5,17,1
ЗАМОСКВОРЕЦКАЯ,Технопарк - Технопарк,23.0,237.0,,,,,,,,2023,8,16,0
АРБАТСК-ПОКРОВСК,Мякинино - Мякинино,18.0,72.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2023,7,13,0
НЕКРАСОВСКАЯ,Окская - Окская,17.0,720.0,,,,,,,,2023,5,2,0
СЕРПУХОВ-ТИМИРЯЗ,Б-р Дм. Донского - Б-р Дм. Донского,2.0,1.0,0.0,4.0,5.0,12.0,12.0,4.0,2.0,2023,4,20,2
СОЛНЦЕВСКАЯ ЛИН.,Говорово - Говорово,5.0,212.0,,,,,,,,2023,3,30,2
ЛЮБЛИНСКАЯ,Трубная - Трубная,21.0,1361.0,0.0,5.0,7.0,11.0,11.0,5.0,5.0,2023,4,8,1
ТАГАНСК-КРАСНОПР,Рязанский пр-т - Рязанский пр-т,11.0,654.0,0.0,3.0,4.0,7.0,7.0,3.0,4.0,2023,3,23,0
МИНИМЕТРО,Международная - Международная,13.0,164.0,0.0,4.0,4.0,5.0,5.0,4.0,5.0,2023,7,6,0
ТАГАНСК-КРАСНОПР,Выхино - Выхино,22.0,294.0,0.0,0.0,0.0,7.0,7.0,4.0,3.0,2023,4,2,0
АРБАТСК-ПОКРОВСК,Мякинино - Мякинино,21.0,11.0,0.0,0.0,10.0,12.0,12.0,3.0,0.0,2023,7,26,0
СЕРПУХОВ-ТИМИРЯЗ,Ул. Ак. Янгеля - Ул. Ак. Янгеля,16.0,662.0,0.0,4.0,5.0,7.0,7.0,4.0,1.0,2023,4,14,0
КАЛУЖСКО-РИЖСКАЯ,Ясенево - Ясенево,19.0,661.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,8,4,0
СОЛНЦЕВСКАЯ ЛИН.,Ломоносовск.пр-т - Ломоносовск.пр-т,0.0,24.0,,,,,,,,2023,4,7,2
БКЛ,Варшавская - Варшавская,2.0,2.0,0.0,4.0,0.0,8.0,8.0,4.0,2.0,2023,3,8,2
БКЛ,Каширская - Каширская,20.0,1411.0,1.0,4.0,5.0,5.0,5.0,6.0,2.0,2023,4,7,0
БУТОВСКАЯ ЛИНИЯ,Б-р Адм. Ушакова - Б-р Адм. Ушакова,10.0,690.0,0.0,4.0,8.0,4.0,4.0,4.0,5.0,2023,3,14,0
КАЛИНИНСКАЯ,Новогиреево - Новогиреево,16.0,708.0,1.0,4.0,5.0,8.0,8.0,4.0,3.0,2023,8,1,0
АРБАТСК-ПОКРОВСК,Киевская АПЛ - Киевская АПЛ,0.0,233.0,0.0,3.0,5.0,10.0,10.0,7.0,7.0,2023,1,14,1
АРБАТСК-ПОКРОВСК,Партизанская - Партизанская,18.0,1323.0,0.0,3.0,5.0,7.0,7.0,3.0,5.0,2023,8,6,0
СЕРПУХОВ-ТИМИРЯЗ,Бибирево - Бибирево,5.0,341.0,0.0,4.0,5.0,7.0,7.0,4.0,1.0,2023,6,19,2
БКЛ,Зюзино - Зюзино,13.0,559.0,,,,,,,,2023,7,28,0
МЦК,Локомотив МЦК - Локомотив МЦК,4.0,1.0,,,,,,,,2023,5,7,2
ТАГАНСК-КРАСНОПР,Планерная - Планерная,0.0,78.0,2.0,4.0,0.0,6.0,6.0,4.0,12.0,2023,8,8,2
ЛЮБЛИНСКАЯ,Братиславская - Братиславская,20.0,844.0,0.0,4.0,6.0,8.0,8.0,4.0,12.0,2023,8,4,1
АРБАТСК-ПОКРОВСК,Волоколамская - Волоколамская,21.0,366.0,0.0,0.0,5.0,12.0,12.0,4.0,0.0,2023,6,30,0
БКЛ,Каховская - Каховская,10.0,339.0,0.0,4.0,0.0,8.0,8.0,4.0,1.0,2023,2,18,2
КАЛУЖСКО-РИЖСКАЯ,Коньково - Коньково,7.0,1436.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,6,20,0
СЕРПУХОВ-ТИМИРЯЗ,Южная - Южная,9.0,383.0,0.0,4.0,5.0,8.0,8.0,4.0,2.0,2023,1,4,2
КАЛИНИНСКАЯ,Перово - Перово,13.0,575.0,0.0,4.0,0.0,9.0,9.0,4.0,4.0,2023,2,7,0
СЕРПУХОВ-ТИМИРЯЗ,Отрадное - Отрадное,3.0,1.0,0.0,4.0,8.0,9.0,9.0,4.0,2.0,2023,5,2,2
КАЛУЖСКО-РИЖСКАЯ,Тёплый стан - Тёплый стан,5.0,122.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,2,1,2
ЗАМОСКВОРЕЦКАЯ,Водный Стадион - Водный Стадион,10.0,1398.0,1.0,4.0,5.0,7.0,7.0,4.0,2.0,2023,6,8,0
ФИЛЁВСКАЯ,Александр. сад - Александр. сад,9.0,275.0,0.0,3.0,4.0,6.0,6.0,3.0,5.0,2023,8,14,2
ЛЮБЛИНСКАЯ,Марьино - Марьино,6.0,1489.0,0.0,4.0,5.0,7.0,7.0,4.0,12.0,2023,7,7,1
СОЛНЦЕВСКАЯ ЛИН.,Парк Победы КС - Парк Победы КС,14.0,155.0,,,,,,,,2023,4,5,0
БКЛ,Авиамоторная БКЛ - Авиамоторная БКЛ,8.0,509.0,,,,,,,,2023,6,24,0
ЛЮБЛИНСКАЯ,Крест. застава - Крест. застава,23.0,102.0,0.0,5.0,8.0,6.0,6.0,5.0,5.0,2023,6,27,0
ТАГАНСК-КРАСНОПР,Выхино - Выхино,22.0,244.0,0.0,0.0,0.0,23.0,23.0,4.0,5.0,2023,2,9,1
ЗАМОСКВОРЕЦКАЯ,Коломенская - Коломенская,16.0,769.0,0.0,4.0,0.0,8.0,8.0,4.0,1.0,2023,6,29,0
ЛЮБЛИНСКАЯ,Борисово - Борисово,12.0,164.0,0.0,4.0,6.0,7.0,7.0,4.0,13.0,2023,8,18,1
ФИЛЁВСКАЯ,Багратионовская - Багратионовская,22.0,92.0,0.0,2.0,3.0,3.0,3.0,2.0,3.0,2023,4,13,0
МЦК,Панфиловская МЦК - Панфиловская МЦК,22.0,77.0,,,,,,,,2023,3,12,0
СОКОЛЬНИЧЕСКАЯ,Черкизовская - Черкизовская,15.0,94.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,4,21,0
АРБАТСК-ПОКРОВСК,Строгино - Строгино,10.0,543.0,0.0,4.0,5.0,11.0,11.0,4.0,3.0,2023,3,30,1
ТАГАНСК-КРАСНОПР,Кузьминки - Кузьминки,5.0,331.0,0.0,3.0,0.0,8.0,8.0,3.0,3.0,2023,4,1,2
АРБАТСК-ПОКРОВСК,Первомайская - Первомайская,23.0,157.0,0.0,3.0,5.0,5.0,5.0,3.0,1.0,2023,6,1,0
СОКОЛЬНИЧЕСКАЯ,Юго-западная - Юго-западная,22.0,359.0,0.0,4.0,0.0,8.0,8.0,4.0,1.0,2023,8,5,0
ТАГАНСК-КРАСНОПР,Лермонтовский пр - Лермонтовский пр,11.0,277.0,,,,,,,,2023,3,28,2
СЕРПУХОВ-ТИМИРЯЗ,Владыкино - Владыкино,12.0,931.0,0.0,4.0,8.0,11.0,11.0,4.0,2.0,2023,4,1,1
БУТОВСКАЯ ЛИНИЯ,Лесопарковая - Лесопарковая,11.0,414.0,,,,,,,,2023,3,17,0
ЛЮБЛИНСКАЯ,Зябликово - Зябликово,1.0,5.0,0.0,4.0,5.0,8.0,8.0,4.0,12.0,2023,6,23,2
АРБАТСК-ПОКРОВСК,Пятницкое шоссе - Пятницкое шоссе,8.0,749.0,,,,,,,,2023,5,10,0
ЗАМОСКВОРЕЦКАЯ,Ховрино - Ховрино,10.0,1177.0,,,,,,,,2023,1,4,0
СЕРПУХОВ-ТИМИРЯЗ,Владыкино - Владыкино,21.0,864.0,0.0,4.0,8.0,11.0,11.0,4.0,1.0,2023,6,13,0
ЗАМОСКВОРЕЦКАЯ,Коломенская - Коломенская,16.0,580.0,0.0,4.0,0.0,8.0,8.0,4.0,1.0,2023,8,20,0
МЦК,Белокаменная МЦК - Белокаменная МЦК,20.0,88.0,,,,,,,,2023,2,8,0
АРБАТСК-ПОКРОВСК,Пл. Революции - Пл. Революции,6.0,68.0,0.0,6.0,8.0,13.0,13.0,4.0,3.0,2023,7,4,1
СОКОЛЬНИЧЕСКАЯ,Юго-западная - Юго-западная,5.0,195.0,0.0,4.0,0.0,10.0,10.0,4.0,2.0,2023,7,27,2
АРБАТСК-ПОКРОВСК,Митино - Митино,20.0,130.0,0.0,4.0,6.0,9.0,9.0,4.0,0.0,2023,1,31,0
СОКОЛЬНИЧЕСКАЯ,Красные ворота - Красные ворота,7.0,150.0,0.0,4.0,0.0,6.0,6.0,6.0,1.0,2023,4,25,2
СОКОЛЬНИЧЕСКАЯ,Юго-западная - Юго-западная,22.0,437.0,0.0,4.0,0.0,8.0,8.0,4.0,1.0,2023,5,28,0
МЦК,Зорге МЦК - Зорге МЦК,10.0,250.0,,,,,,,,2023,4,24,2
ТАГАНСК-КРАСНОПР,Беговая - Беговая,5.0,22.0,2.0,4.0,0.0,7.0,7.0,4.0,12.0,2023,6,19,2
ТАГАНСК-КРАСНОПР,Лермонтовский пр - Лермонтовский пр,19.0,172.0,,,,,,,,2023,8,18,0
БКЛ,Дел. центр БКЛ - Дел. центр БКЛ,5.0,14.0,,,,,,,,2023,5,28,2
ТАГАНСК-КРАСНОПР,Выхино - Выхино,14.0,838.0,0.0,0.0,0.0,23.0,23.0,4.0,5.0,2023,7,24,1
КАЛУЖСКО-РИЖСКАЯ,Медведково - Медведково,5.0,518.0,0.0,4.0,9.0,10.0,10.0,4.0,2.0,2023,3,15,2
БКЛ,Новаторская - Новаторская,22.0,392.0,,,,,,,,2023,4,29,0
БКЛ,Петровский парк - Петровский парк,16.0,552.0,,,,,,,,2023,3,15,0
КАЛУЖСКО-РИЖСКАЯ,Медведково - Медведково,1.0,6.0,0.0,4.0,9.0,10.0,10.0,4.0,2.0,2023,3,29,2
ТАГАНСК-КРАСНОПР,Щукинская - Щукинская,16.0,564.0,0.0,4.0,5.0,7.0,7.0,4.0,13.0,2023,6,15,1
СОКОЛЬНИЧЕСКАЯ,Кропоткинская - Кропоткинская,9.0,536.0,0.0,3.0,4.0,4.0,4.0,3.0,2.0,2023,3,16,0
СОКОЛЬНИЧЕСКАЯ,Черкизовская - Черкизовская,14.0,68.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,5,11,0
ТАГАНСК-КРАСНОПР,Выхино - Выхино,1.0,3.0,0.0,0.0,0.0,23.0,23.0,4.0,5.0,2023,1,24,1
ТАГАНСК-КРАСНОПР,Полежаевская - Полежаевская,23.0,113.0,1.0,4.0,5.0,11.0,11.0,4.0,12.0,2023,3,25,1
КАЛУЖСКО-РИЖСКАЯ,Академическая - Академическая,5.0,73.0,0.0,3.0,4.0,5.0,5.0,3.0,1.0,2023,8,4,2
МЦК,Шоссе энтуз.МЦК - Шоссе энтуз.МЦК,11.0,426.0,,,,,,,,2023,8,10,0
СЕРПУХОВ-ТИМИРЯЗ,Отрадное - Отрадное,17.0,702.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,8,13,0
СЕРПУХОВ-ТИМИРЯЗ,Алтуфьево - Алтуфьево,2.0,4.0,0.0,4.0,4.0,7.0,7.0,4.0,2.0,2023,5,19,2
СЕРПУХОВ-ТИМИРЯЗ,Южная - Южная,19.0,520.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,6,16,0
ЛЮБЛИНСКАЯ,Шипиловская - Шипиловская,17.0,264.0,0.0,6.0,5.0,9.0,9.0,4.0,13.0,2023,1,14,1
КОЛЬЦЕВАЯ,Курская КЛ - Курская КЛ,15.0,775.0,0.0,3.0,7.0,13.0,13.0,3.0,11.0,2023,1,23,1
БКЛ,Петровский парк - Петровский парк,15.0,300.0,,,,,,,,2023,8,8,0
ЛЮБЛИНСКАЯ,Окружная - Окружная,21.0,63.0,,,,,,,,2023,8,10,0
СОЛНЦЕВСКАЯ ЛИН.,Деловой центр КС - Деловой центр КС,23.0,392.0,,,,,,,,2023,3,7,0
ЛЮБЛИНСКАЯ,Волжская - Волжская,3.0,2.0,0.0,4.0,5.0,8.0,8.0,4.0,13.0,2023,3,22,2
ФИЛЁВСКАЯ,Багратионовская - Багратионовская,11.0,362.0,0.0,2.0,3.0,3.0,3.0,2.0,3.0,2023,2,1,2
МЦК,Владыкино МЦК - Владыкино МЦК,9.0,554.0,,,,,,,,2023,2,5,0
БКЛ,Зюзино - Зюзино,13.0,383.0,,,,,,,,2023,6,9,0
АРБАТСК-ПОКРОВСК,Киевская Г/З - Киевская Г/З,2.0,2.0,,,,,,,,2023,3,20,2
СЕРПУХОВ-ТИМИРЯЗ,Ул. Ак. Янгеля - Ул. Ак. Янгеля,13.0,593.0,0.0,4.0,6.0,8.0,8.0,4.0,2.0,2023,4,6,0
ЗАМОСКВОРЕЦКАЯ,Аэропорт - Аэропорт,12.0,1066.0,0.0,3.0,0.0,7.0,7.0,3.0,2.0,2023,1,9,0
СОКОЛЬНИЧЕСКАЯ,Б.Рокоссовского - Б.Рокоссовского,21.0,146.0,2.0,4.0,5.0,8.0,8.0,4.0,2.0,2023,2,10,0
МЦК,Шелепиха МЦК - Шелепиха МЦК,12.0,336.0,,,,,,,,2023,7,21,0
СЕРПУХОВ-ТИМИРЯЗ,Нагатинская - Нагатинская,0.0,160.0,0.0,4.0,5.0,8.0,8.0,4.0,2.0,2023,4,22,2
КАЛУЖСКО-РИЖСКАЯ,Тёплый стан - Тёплый стан,15.0,1413.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,7,26,0
СЕРПУХОВ-ТИМИРЯЗ,Бибирево - Бибирево,5.0,120.0,0.0,4.0,5.0,7.0,7.0,4.0,1.0,2023,6,10,2
СОЛНЦЕВСКАЯ ЛИН.,Озёрная - Озёрная,7.0,1447.0,,,,,,,,2023,6,6,0
ЛЮБЛИНСКАЯ,Борисово - Борисово,10.0,365.0,0.0,4.0,6.0,7.0,7.0,4.0,13.0,2023,6,1,1
АРБАТСК-ПОКРОВСК,Кунцевская АПЛ - Кунцевская АПЛ,1.0,2.0,0.0,2.0,2.0,5.0,5.0,2.0,4.0,2023,2,21,2
БКЛ,Варшавская - Варшавская,13.0,313.0,0.0,4.0,0.0,8.0,8.0,4.0,1.0,2023,7,24,0
АРБАТСК-ПОКРОВСК,Щёлковская - Щёлковская,13.0,440.0,0.0,12.0,5.0,14.0,14.0,12.0,1.0,2023,7,20,1
БКЛ,Нагатинский З-н - Нагатинский З-н,10.0,318.0,,,,,,,,2023,5,22,2
СЕРПУХОВ-ТИМИРЯЗ,Тимирязевская - Тимирязевская,20.0,822.0,0.0,5.0,8.0,13.0,13.0,5.0,5.0,2023,2,17,1
АРБАТСК-ПОКРОВСК,Семёновская - Семёновская,13.0,715.0,0.0,5.0,10.0,5.0,5.0,4.0,5.0,2023,7,23,0
ТАГАНСК-КРАСНОПР,Улица 1905 года - Улица 1905 года,9.0,783.0,0.0,4.0,0.0,9.0,9.0,4.0,12.0,2023,7,24,1
КАЛУЖСКО-РИЖСКАЯ,Свиблово - Свиблово,12.0,407.0,0.0,4.0,0.0,8.0,8.0,4.0,2.0,2023,5,16,0
КАЛУЖСКО-РИЖСКАЯ,Ясенево - Ясенево,22.0,228.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,1,9,0
БКЛ,Мнёвники - Мнёвники,17.0,22.0,,,,,,,,2023,5,16,0
ФИЛЁВСКАЯ,Фили - Фили,17.0,128.0,0.0,0.0,12.0,4.0,4.0,3.0,3.0,2023,3,25,0
